Período;Convocatoria;Regional;Distrito;Nivel/Modalidad;Código de Centro;Nombre de Centro;Español;Matemáticas;Sociales;Naturales;Cantidad de estudiantes;Cantidad Femenino;Cantidad masculino;Cantidad Promovidos;Cantidad Aplazados
2016;1;01;0101;BASICA ADULTOS FORMAL;16000221;HERNANDO GORJON;16.53;16.88;15.68;16.27;41;25;16;39;2
2016;1;01;0101;BASICA ADULTOS FORMAL;16002524;GASTON FERNANDO DELIGNE;16.65;16.83;16.39;16.33;18;13;5;16;2
2016;1;01;0102;BASICA ADULTOS FORMAL;4010128;ISMAEL MIRANDA;14.13;16.46;15.33;16.23;40;29;11;28;12
2016;1;01;0102;BASICA ADULTOS FORMAL;4015029;MENCIA;16.74;17.51;15.25;17.38;66;35;31;60;6
2016;1;01;0103;BASICA ADULTOS FORMAL;4000122;BAITOITA;14.67;13.65;14.45;16.95;56;33;23;47;9
2016;1;01;0103;BASICA ADULTOS FORMAL;4000637;LIRIOS, LOS;15.69;19.63;19.52;23.43;63;24;39;55;8
2016;1;01;0103;BASICA ADULTOS FORMAL;4000934;SANTO DOMINGO SAVIO;15.83;17.48;16.79;19.31;29;12;17;27;2
2016;1;01;0103;BASICA ADULTOS FORMAL;4001523;PARROQUIAL CRISTO REY;15.75;16.05;16.55;17.57;62;27;35;51;11
2016;1;01;0103;BASICA ADULTOS FORMAL;4001744;CENAPEC - BARAHONA;15;20;23;21;1;1;0;1;0
2016;1;01;0103;BASICA ADULTOS FORMAL;4003325;LEONOR FELTZ;15.22;15.7;18.26;18.38;71;33;38;61;10
2016;1;01;0103;BASICA ADULTOS FORMAL;4004411;PERPETUO SOCORRO;17.23;15.96;18.16;20.22;51;24;27;45;6
2016;1;01;0103;BASICA ADULTOS FORMAL;4005335;TANQUE, EL;19.05;20.35;20.81;21.9;21;9;12;20;1
2016;1;01;0103;BASICA ADULTOS FORMAL;4026945;PROF. LEA MANUELA MORETA - LA CIENAGA;17.83;18;20.58;19.11;19;13;6;18;1
2016;1;01;0103;BASICA ADULTOS FORMAL;4030030;COPA;18.82;21;23.36;22;11;1;10;11;0
2016;1;01;0104;BASICA ADULTOS FORMAL;4007627;CATALINA POU;15.33;13.48;15;17.6;42;22;20;29;13
2016;1;01;0104;BASICA ADULTOS FORMAL;4014128;SALINAS, LAS;14.75;20.25;19.64;15.83;12;4;8;8;4
2016;1;01;0104;BASICA ADULTOS FORMAL;4021427;FONDO, EL;18.04;23.83;21.38;22.13;24;16;8;24;0
2016;1;01;0105;BASICA ADULTOS FORMAL;4021743;ALTAGRACIA HENRIQUEZ PERDOMO;17.15;16.46;16.49;18.17;52;25;27;38;14
2016;1;01;0105;BASICA ADULTOS FORMAL;4022841;ALTAGRACIA CASANDRA DAMIRON SANTANA - FONDO NEGRO;16.26;17.48;15.83;16.66;35;14;21;20;15
2016;1;01;0105;BASICA ADULTOS FORMAL;4034522;COPA BOMBITA;15.16;14.45;14.7;15.7;47;22;25;38;9
2016;1;02;0201;BASICA ADULTOS FORMAL;7000613;JUAN PABLO DUARTE;14.92;14.82;14.79;15.21;82;37;45;66;16
2016;1;02;0201;BASICA ADULTOS FORMAL;7006613;JOSE JOAQUIN PUELLO;14.5;15.09;14.33;15;12;5;7;9;3
2016;1;02;0202;BASICA ADULTOS FORMAL;7005341;FRANCISCO SERGIO CASTILLO;14;15;17.5;16.5;2;1;1;2;0
2016;1;02;0203;BASICA ADULTOS FORMAL;22026717;DAMIAN DAVID ORTIZ;16.93;16.19;16.39;16.2;62;29;33;54;8
2016;1;02;0203;BASICA ADULTOS FORMAL;22027212;SERGIA MARIA MATEO MORETA;17.06;15.55;17.38;15.59;34;17;17;29;5
2016;1;02;0203;BASICA ADULTOS FORMAL;22054313;RADIO SANTA MARIA - LAS MATAS DE FARFAN;13.26;14.17;14.36;14.02;46;23;23;32;14
2016;1;02;0204;BASICA ADULTOS FORMAL;22020428;CAONABO;14;15.58;15.63;17.05;19;11;8;18;1
2016;1;02;0204;BASICA ADULTOS FORMAL;22020928;GUAMA, LA;13.77;14.69;16.62;19.23;13;10;3;13;0
2016;1;02;0205;BASICA ADULTOS FORMAL;22001814;MERCEDES CONSUELO MATOS;16.56;15.37;16.17;16;67;34;33;56;11
2016;1;02;0205;BASICA ADULTOS FORMAL;22015848;ENERIO MATEO MESA - EL ROSARIO;19.04;18.31;18.9;19.31;29;17;12;28;1
2016;1;02;0205;BASICA ADULTOS FORMAL;22018620;CATALINA SANCHEZ;17.5;16.75;18.25;20;4;4;0;3;1
2016;1;02;0205;BASICA ADULTOS FORMAL;22035721;ANACAONA;16.47;17.73;17.08;18.78;37;20;17;33;4
2016;1;02;0205;BASICA ADULTOS FORMAL;22043018;SECTOR SURESTE;16.79;16.33;16.53;16.67;15;12;3;12;3
2016;1;02;0205;BASICA ADULTOS FORMAL;22054412;RADIO SANTA MARIA - VALLEJUELO;16.43;16.98;16.66;18.38;52;29;23;42;10
2016;1;02;0206;BASICA ADULTOS FORMAL;22001314;HIGUERITO;17.3;17.35;16.73;18.27;45;19;26;41;4
2016;1;02;0206;BASICA ADULTOS FORMAL;22003418;ENRIQUILLO;17.2;17.2;18.2;19.5;10;6;4;10;0
2016;1;02;0206;BASICA ADULTOS FORMAL;22003625;PROF. JUANA MARIA VARGAS - LAS CABIRMA;16.41;17.17;15.67;16.27;46;24;22;39;7
2016;1;02;0206;BASICA ADULTOS FORMAL;22006822;DANNIFICADOS, LOS;14.92;15.68;15.04;16.18;28;16;12;22;6
2016;1;02;0206;BASICA ADULTOS FORMAL;22008954;CORBANO, EL;16.36;16.1;16.53;17.1;41;21;20;37;4
2016;1;02;0206;BASICA ADULTOS FORMAL;22013346;RADIO SANTA MARIA - HIGUERITO;14.72;18.02;17.32;17.55;47;25;22;46;1
2016;1;02;0206;BASICA ADULTOS FORMAL;22024334;ALFALIT DOMINICANA - JUAN DE HERRERA;15.87;16.09;15.41;16.13;32;15;17;29;3
2016;1;02;0206;BASICA ADULTOS FORMAL;22024343;LEONIDAS DEL CARMEN SANCHEZ - JUAN DE HERRERA;15.18;15.95;15.91;15.86;22;15;7;16;6
2016;1;02;0206;BASICA ADULTOS FORMAL;22050812;CENAPEC - SAN JUAN;22.2;20;21;21.57;7;2;5;5;2
2016;1;02;0207;BASICA ADULTOS FORMAL;7007910;MATIAS RAMON MELLA;17.38;19.25;18.13;18.88;8;5;3;8;0
2016;1;03;0301;BASICA ADULTOS FORMAL;2000125;CARTONES, LOS;16.27;15;15.42;15.44;19;5;14;15;4
2016;1;03;0301;BASICA ADULTOS FORMAL;2000558;CENAPEC - AZUA;17.5;16.25;17.75;18;4;2;2;4;0
2016;1;03;0301;BASICA ADULTOS FORMAL;2001121;ANGEL RIVERA;14.39;15.25;15.01;15.52;85;49;36;76;9
2016;1;03;0301;BASICA ADULTOS FORMAL;2003032;PARCELEROS, LOS;14.31;14.37;15.87;15.7;53;33;20;47;6
2016;1;03;0301;BASICA ADULTOS FORMAL;2004720;BARTOLOME OLEGARIO PEREZ;16.56;16.71;16.95;17.72;93;63;30;84;9
2016;1;03;0301;BASICA ADULTOS FORMAL;2006624;QUISQUEYA;14.12;14.9;17.2;16.75;20;14;6;17;3
2016;1;03;0301;BASICA ADULTOS FORMAL;2012320;ALTAGRACIA BENITEZ;14.69;13.97;14.63;15.06;35;25;10;31;4
2016;1;03;0301;BASICA ADULTOS FORMAL;2026024;19 DE MARZO;14.5;14.88;16;16;8;8;0;8;0
2016;1;03;0301;BASICA ADULTOS FORMAL;2028920;JOSE FRANCISCO BOBADILLA;14.09;14.87;14.3;16.22;23;14;9;21;2
2016;1;03;0301;BASICA ADULTOS FORMAL;2030113;RADIO SANTA MARIA - TABARA ARRIBA;14.35;13.96;15.64;14.71;54;37;17;45;9
2016;1;03;0301;BASICA ADULTOS FORMAL;2034520;ENRIQUILLO;15.67;14.33;14.7;15.9;10;6;4;9;1
2016;1;03;0301;BASICA ADULTOS FORMAL;2035525;SANTA TERESA DE JESUS;16.58;16.58;17.67;19.25;12;5;7;12;0
2016;1;03;0301;BASICA ADULTOS FORMAL;2035730;CIENAGA, LA;15.23;16;16.46;16.69;13;9;4;12;1
2016;1;03;0301;BASICA ADULTOS FORMAL;2036228;JESUS MAESTRO;12.91;14.73;14.19;17.77;22;6;16;19;3
2016;1;03;0301;BASICA ADULTOS FORMAL;2038629;EMMA BALAGUER DE VALLEJO - FINCA # 6;16.77;15.24;15.06;15.33;34;18;16;29;5
2016;1;03;0301;BASICA ADULTOS FORMAL;2051327;CEIBA NUEVA, LA;13.17;13.83;15;17.17;6;2;4;5;1
2016;1;03;0302;BASICA ADULTOS FORMAL;2013626;ANA MARIA ALCANTARA;15.85;16.7;18.35;17.05;20;9;11;20;0
2016;1;03;0302;BASICA ADULTOS FORMAL;2021339;FELIX MOTA;15.37;14.55;15.64;15.44;55;26;29;46;9
2016;1;03;0303;BASICA ADULTOS FORMAL;17014618;ALTAGRACIA, LA;17.68;18.13;17.26;18.18;38;27;11;31;7
2016;1;03;0303;BASICA ADULTOS FORMAL;17022429;SABANA LARGA;16.05;16.24;16.95;18.52;21;13;8;21;0
2016;1;03;0303;BASICA ADULTOS FORMAL;17031314;RADIO SANTA MARIA - RANCHO ARRIBA;15.75;16;15.58;14.84;27;12;15;24;3
2016;1;03;0304;BASICA ADULTOS FORMAL;17000323;CANADA;16.6;16.28;15.78;16.14;134;56;78;92;42
2016;1;03;0304;BASICA ADULTOS FORMAL;17000741;CENAPEC - BANI;16.77;16.13;16.21;16.21;24;11;13;21;3
2016;1;03;0304;BASICA ADULTOS FORMAL;17003828;MAXIMO GOMEZ;16;15.68;16.18;16.1;52;33;19;36;16
2016;1;03;0304;BASICA ADULTOS FORMAL;17004945;VILLA DAVID;15.58;15.31;14.85;14.79;99;61;38;73;26
2016;1;03;0304;BASICA ADULTOS FORMAL;17005124;CARMEN SOFIA VILLALONA CASTILLO - CAÑAFISTOL;18.67;17.89;17.33;16.44;18;13;5;18;0
2016;1;03;0304;BASICA ADULTOS FORMAL;17008437;CESARIA MOJICA LARA - LA VEREDA;17.24;14.84;16.05;16.63;38;34;4;32;6
2016;1;03;0304;BASICA ADULTOS FORMAL;17008923;MARIA INOCENCIA BELEN MINIÑO - PAYA;15.39;15.5;15.82;16.07;29;11;18;27;2
2016;1;03;0304;BASICA ADULTOS FORMAL;17010731;PROF. NURIDES GONZALEZ PACHANO - LA CATALINA;15.36;15.08;15.15;16.77;13;12;1;9;4
2016;1;03;0304;BASICA ADULTOS FORMAL;17010949;CARRETON, EL;14.88;14.74;14.61;15.92;36;18;18;33;3
2016;1;03;0304;BASICA ADULTOS FORMAL;17011613;VILLA SOMBRERO;15.7;15.22;15.9;15.9;51;22;29;38;13
2016;1;03;0304;BASICA ADULTOS FORMAL;17011837;ALIRO PAULINO;16.17;16.17;17.6;15.5;20;12;8;17;3
2016;1;03;0304;BASICA ADULTOS FORMAL;17012829;GUALEY;18.4;17;18;20.91;11;7;4;9;2
2016;1;03;0304;BASICA ADULTOS FORMAL;17012928;RAFAEL ANTONIO FIGUEREO, PROF.- PIZARRETE;17.78;17.67;19.5;18;10;2;8;8;2
2016;1;03;0304;BASICA ADULTOS FORMAL;17013234;AUGUSTO PINEDA - SANTANA;17.09;21;16.5;16.67;24;9;15;22;2
2016;1;03;0304;BASICA ADULTOS FORMAL;17026636;CARLOS JULIO TEJEDA ORTIZ;15.69;15.56;16.33;16.46;52;31;21;48;4
2016;1;03;0304;BASICA ADULTOS FORMAL;17027328;MATANZAS;18.12;17.75;17.78;18.24;51;35;16;43;8
2016;1;03;0304;BASICA ADULTOS FORMAL;17034817;CCR BANI MUJERES NO. 13;17.31;16.54;18.31;20.38;13;13;0;13;0
2016;1;04;0401;BASICA ADULTOS FORMAL;21021818;PEDRO DOMINGUEZ GARABITO;15.06;14.3;14.6;15.03;71;30;41;56;15
2016;1;04;0401;BASICA ADULTOS FORMAL;21022933;SALOME UREÑA;15.86;15.29;14.96;15.39;28;12;16;20;8
2016;1;04;0401;BASICA ADULTOS FORMAL;21042335;MARINO GARABITO;15.89;16.67;16.33;15.67;9;4;5;8;1
2016;1;04;0402;BASICA ADULTOS FORMAL;21003329;RADIO SANTA MARIA - MARCOS CASTAÑER;18.48;18.7;18.39;18.59;69;6;63;61;8
2016;1;04;0402;BASICA ADULTOS FORMAL;21004022;MADRE VIEJA SUR;17.42;16.54;16.33;17.08;39;22;17;24;15
2016;1;04;0402;BASICA ADULTOS FORMAL;21006113;JUAN PABLO PINA;15.26;14.74;15.44;15.5;78;42;36;62;16
2016;1;04;0402;BASICA ADULTOS FORMAL;21008631;VILLEGAS;15.39;15.42;17;16.67;19;10;9;16;3
2016;1;04;0402;BASICA ADULTOS FORMAL;21010515;HATILLO;14.72;15.18;14.05;15.07;42;18;24;34;8
2016;1;04;0402;BASICA ADULTOS FORMAL;21011249;ANGEL MARIA DE LA ROSA (LILO) - HATO DAMAS;15.2;15.1;16.05;16.43;92;64;28;82;10
2016;1;04;0402;BASICA ADULTOS FORMAL;21015435;PROF. JUAN EMILIO BOSCH GAVINO;15.33;14.67;16.5;16.58;12;7;5;11;1
2016;1;04;0402;BASICA ADULTOS FORMAL;21045819;CENAPEC - SAN CRISTOBAL;17.23;16.92;17.08;17.15;13;3;10;8;5
2016;1;04;0402;BASICA ADULTOS FORMAL;21051939;VILLA FUNDACION;16.01;15.82;16.61;17.82;97;52;45;84;13
2016;1;04;0403;BASICA ADULTOS FORMAL;21000428;LUIS OSCAR URIBE ALBERT;16.41;15.89;16.06;16.44;95;52;43;83;12
2016;1;04;0403;BASICA ADULTOS FORMAL;21002217;RADIO SANTA MARIA - PABLO BARINAS;17.13;15.79;16.26;16.74;35;17;18;30;5
2016;1;04;0403;BASICA ADULTOS FORMAL;21012220;NIZA ARRIBA;16;15.76;15.33;16.22;25;14;11;20;5
2016;1;04;0403;BASICA ADULTOS FORMAL;21014020;CANASTICA;15.16;14.96;15.19;15.86;178;98;80;141;37
2016;1;04;0403;BASICA ADULTOS FORMAL;21026219;PADRE BORBON;15.45;15.56;16.38;16.77;52;20;32;50;2
2016;1;04;0403;BASICA ADULTOS FORMAL;21026621;SABANA PALENQUE;14.28;16.44;15.25;17.75;37;13;24;32;5
2016;1;04;0403;BASICA ADULTOS FORMAL;21060444;RADIO SANTA MARIA - ANDRES VALERA VARGAS;12.5;13.25;12;14.63;8;3;5;3;5
2016;1;04;0404;BASICA ADULTOS FORMAL;21026722;JUAN PABLO DUARTE;16.3;15.52;15.87;16.26;46;26;20;46;0
2016;1;04;0404;BASICA ADULTOS FORMAL;21026739;CENAPEC - VILLA ALTAGR;22;19;19;17;1;1;0;1;0
2016;1;04;0404;BASICA ADULTOS FORMAL;21027412;OCHENTA CASITAS;15.2;14.88;16;15.84;45;22;23;39;6
2016;1;04;0404;BASICA ADULTOS FORMAL;21027727;EUGENIO MARIA DE HOSTOS;14.72;15.3;16.29;16.19;69;42;27;51;18
2016;1;04;0404;BASICA ADULTOS FORMAL;21029539;GENARO DOÑE - LOS GUANANITOS;16.28;16.58;19.65;16.94;32;13;19;29;3
2016;1;04;0404;BASICA ADULTOS FORMAL;21030527;MINERVA MIRABAL;15.78;15.63;16.04;16;27;21;6;26;1
2016;1;04;0404;BASICA ADULTOS FORMAL;21031634;MEDINA;16.2;15.93;15.69;16.69;16;6;10;15;1
2016;1;04;0404;BASICA ADULTOS FORMAL;21033236;NUEVA ESPERANZA, LA;14.91;15.78;16.04;16.39;24;14;10;22;2
2016;1;04;0404;BASICA ADULTOS FORMAL;21034622;TULIO MANUEL CESTERO;15.5;16.83;15.96;19.48;26;11;15;23;3
2016;1;04;0404;BASICA ADULTOS FORMAL;21046510;RADIO SANTA MARIA -JAVIER ANGULO GURIDIS;16.33;15.75;18;17.75;4;2;2;3;1
2016;1;04;0405;BASICA ADULTOS FORMAL;21035723;FRAY BARTOLOME DE LAS CASAS;17.65;16.94;17;17.77;31;15;16;17;14
2016;1;04;0405;BASICA ADULTOS FORMAL;21036927;RADIO SANTA MARIA - SEMANA SANTA;15.5;16.75;17.35;16;20;8;12;20;0
2016;1;04;0405;BASICA ADULTOS FORMAL;21037327;GALLARDAS,  LAS;14.78;14.82;14.58;14.91;53;21;32;46;7
2016;1;04;0405;BASICA ADULTOS FORMAL;21038737;INGENIO CAEI;16.73;15;16.47;18.2;15;11;4;12;3
2016;1;04;0406;BASICA ADULTOS FORMAL;21017522;BAJOS DE HAINA;15.59;15.5;15.75;15.21;114;47;67;100;14
2016;1;04;0406;BASICA ADULTOS FORMAL;21018226;CLUB SIGLO XXI;17.29;16.11;16.67;18.24;18;9;9;16;2
2016;1;04;0406;BASICA ADULTOS FORMAL;21019127;MANUEL AURELIO TAVAREZ JUSTO (MANOLO);16.45;15.16;15.6;15.66;88;53;35;68;20
2016;1;04;0406;BASICA ADULTOS FORMAL;21019421;FRAY SEBASTIAN RAMIREZ FUENLEAL;15.56;15.81;14.79;15.78;106;41;65;67;39
2016;1;04;0406;BASICA ADULTOS FORMAL;21020320;PIEDRA BLANCA;15.92;15.11;15.25;15.76;37;15;22;32;5
2016;1;04;0406;BASICA ADULTOS FORMAL;21020528;QUITA SUEÑO;16.6;15.27;15.55;15.58;158;77;81;121;37
2016;1;04;0406;BASICA ADULTOS FORMAL;21020627;SABANETA;14.6;14.09;14.46;15.61;46;11;35;42;4
2016;1;04;0406;BASICA ADULTOS FORMAL;21020826;LA PARED;14.24;14.74;15.38;15.77;53;24;29;32;21
2016;1;04;0406;BASICA ADULTOS FORMAL;21040224;NIGUA;16.01;15.3;15.76;15.92;89;43;46;71;18
2016;1;04;0406;BASICA ADULTOS FORMAL;21040256;CENAPEC - NIGUA;17;21;21;21;1;0;1;1;0
2016;1;04;0406;BASICA ADULTOS FORMAL;21048618;RADIO SANTA MARIA - ITABO;14;13.5;15.88;17;8;4;4;6;2
2016;1;05;0501;BASICA ADULTOS FORMAL;23006213;VILLA PROGRESO;16.05;15.29;15.87;15.67;113;47;66;107;6
2016;1;05;0501;BASICA ADULTOS FORMAL;23006411;CARIDAD ASTACIO;16.41;15.41;15.82;16.12;17;12;5;14;3
2016;1;05;0501;BASICA ADULTOS FORMAL;23008213;PORVENIR II;15.42;15.72;16.28;17.13;160;85;75;134;26
2016;1;05;0501;BASICA ADULTOS FORMAL;23028132;LAS COLINAS I;16.01;15.96;17.16;17.64;77;41;36;71;6
2016;1;05;0502;BASICA ADULTOS FORMAL;23000619;ANA JOSEFA PUELLO;15.76;15.52;15.81;16.22;94;40;54;77;17
2016;1;05;0502;BASICA ADULTOS FORMAL;23002015;LUIS ARTURO BERMUDEZ;16.22;15.6;16.98;17.08;107;52;55;89;18
2016;1;05;0502;BASICA ADULTOS FORMAL;23004830;CENAPEC - SAN PEDRO;18;17.41;17.89;17.39;18;7;11;13;5
2016;1;05;0502;BASICA ADULTOS FORMAL;23005114;EVANGELINA RODRIGUEZ;16.03;15.9;15.65;16.27;84;51;33;64;20
2016;1;05;0502;BASICA ADULTOS FORMAL;23010131;NOCTURNA INGENIO ANGELINA;14.24;14.59;15.82;16.65;17;9;8;17;0
2016;1;05;0502;BASICA ADULTOS FORMAL;23010230;FELIPE VICINI PERDOMO;15.06;17.54;18.54;17.11;35;12;23;34;1
2016;1;05;0502;BASICA ADULTOS FORMAL;23010923;PUNTA DE GARZA;14.58;17.85;16.61;16.08;40;18;22;35;5
2016;1;05;0502;BASICA ADULTOS FORMAL;23031994;EURIPIDES PAREDES MONTAS;20.84;22.19;18.6;21.58;43;0;43;42;1
2016;1;05;0503;BASICA ADULTOS FORMAL;12002023;MI HOGAR CRISTIANO;14.8;15;15.5;16.4;5;4;1;3;2
2016;1;05;0503;BASICA ADULTOS FORMAL;12002259;SALOME UREÑA DE HENRIQUEZ;15.88;16.41;16.49;17.01;136;79;57;129;7
2016;1;05;0503;BASICA ADULTOS FORMAL;12002627;SAN RAFAEL;13;13;14;13;1;0;1;1;0
2016;1;05;0503;BASICA ADULTOS FORMAL;12003419;PARROQUIAL SAN PEDRO;14.58;17.27;16.38;16.38;13;5;8;10;3
2016;1;05;0503;BASICA ADULTOS FORMAL;12003711;ARCA DE NOE;16.85;16.31;16.31;17.08;13;7;6;13;0
2016;1;05;0503;BASICA ADULTOS FORMAL;12004112;MERCEDES LAURA AGUIAR;16.23;16.01;17.26;16.68;314;171;143;263;51
2016;1;05;0503;BASICA ADULTOS FORMAL;12004414;NOE;19;20.5;16.33;17;3;2;1;2;1
2016;1;05;0503;BASICA ADULTOS FORMAL;12004427;NUEVA ESPERANZA;17.29;16.57;15.95;16.95;21;8;13;20;1
2016;1;05;0503;BASICA ADULTOS FORMAL;12005138;CENAPEC - LA ROMANA;17.53;17.12;17.41;16.88;17;4;13;12;5
2016;1;05;0503;BASICA ADULTOS FORMAL;12007154;CRISTO REY;16.49;17.01;16.2;16.55;151;76;75;119;32
2016;1;05;0503;BASICA ADULTOS FORMAL;12009739;HICAYAGUA;19.19;18.9;18.02;16.95;106;69;37;94;12
2016;1;05;0503;BASICA ADULTOS FORMAL;12014337;BILL GRANT;16.78;15.91;17.46;17.95;274;148;126;235;39
2016;1;05;0503;BASICA ADULTOS FORMAL;12014364;RADIO SANTA MARIA BILL GRANT;16;16.75;16.25;15.75;4;1;3;3;1
2016;1;05;0503;BASICA ADULTOS FORMAL;12015713;INSTITUTO ENMANUEL EN VILLA HERMOSA DE LA ROMANA;15;15.6;15.31;15.92;13;5;8;10;3
2016;1;05;0503;BASICA ADULTOS FORMAL;12018234;TZU-CHI;15.82;16.32;15.88;16.02;183;83;100;144;39
2016;1;05;0503;BASICA ADULTOS FORMAL;12492616;MIGUEL ANGEL CAYETANO;18.15;20.48;19.22;18.96;27;0;27;27;0
2016;1;05;0504;BASICA ADULTOS FORMAL;30000721;GUALEY;16.27;15.95;16.64;16.18;22;10;12;19;3
2016;1;05;0504;BASICA ADULTOS FORMAL;30000916;BERNARDO PICHARDO;15.08;14.55;15.03;15.08;38;19;19;37;1
2016;1;05;0504;BASICA ADULTOS FORMAL;30001317;JUAN PABLO DUARTE;15.56;15.62;15.82;15.78;125;71;54;115;10
2016;1;05;0504;BASICA ADULTOS FORMAL;30004526;HATILLOS, LOS;19.57;18.43;19.22;19.71;24;17;7;19;5
2016;1;05;0504;BASICA ADULTOS FORMAL;30017117;CENAPEC - HATO MAYOR;18.63;17.25;18;17.25;8;5;3;8;0
2016;1;05;0504;BASICA ADULTOS FORMAL;30020718;EL BUEN SAMARITANO;17.58;18.33;21.17;17.71;75;39;36;67;8
2016;1;05;0505;BASICA ADULTOS FORMAL;30009317;ABIGAIL MEJIA;15.77;16.44;17.34;17.06;32;20;12;24;8
2016;1;05;0506;BASICA ADULTOS FORMAL;23020017;FABIO ANTONIO SANCHEZ RUIZ FE Y ALEGRIA;16.58;16.49;16.37;16.11;127;73;54;89;38
2016;1;05;0507;BASICA ADULTOS FORMAL;23011123;MARIA NICOLASA BILLINI;16.26;17.75;15.32;20.71;29;12;17;23;6
2016;1;05;0507;BASICA ADULTOS FORMAL;23012157;GAUTIER;17.93;22.65;19.91;18.74;43;21;22;42;1
2016;1;05;0507;BASICA ADULTOS FORMAL;23013336;CONTADOR;13.67;15;15.09;14.58;12;4;8;11;1
2016;1;05;0507;BASICA ADULTOS FORMAL;23015937;MILAGROSA, LA;18.38;17.89;18.2;19.67;10;4;6;6;4
2016;1;05;0508;BASICA ADULTOS FORMAL;23022228;VIRGEN DE LA CARIDAD;16.25;15.1;15.86;16.11;54;23;31;49;5
2016;1;05;0509;BASICA ADULTOS FORMAL;30012110;BENITO GONZALEZ;15.44;16.92;16.28;16.54;25;15;10;21;4
2016;1;06;0601;BASICA ADULTOS FORMAL;9021918;FELIX ANTONIO LUNA;20;19.4;20.5;23.7;10;7;3;10;0
2016;1;06;0601;BASICA ADULTOS FORMAL;9023727;JAMAO AL NORTE;18.06;16.76;19.41;17.41;18;14;4;17;1
2016;1;06;0602;BASICA ADULTOS FORMAL;13027117;CERCADO, EL;17.75;16.69;17.03;17.44;36;21;15;31;5
2016;1;06;0602;BASICA ADULTOS FORMAL;13027425;JUAN PABLO DUARTE;17.89;18.52;17.1;17.71;21;15;6;18;3
2016;1;06;0602;BASICA ADULTOS FORMAL;13027828;PADRE FANTINO;16.61;15.86;15.82;16.14;35;23;12;24;11
2016;1;06;0602;BASICA ADULTOS FORMAL;13028323;ARROYO ARRIBA;17.77;16.65;16.7;17.08;40;24;16;37;3
2016;1;06;0602;BASICA ADULTOS FORMAL;13031428;COLONIA KENNEDY;16.86;16.21;17.21;18.07;14;13;1;13;1
2016;1;06;0602;BASICA ADULTOS FORMAL;13032410;SABINA, LA;17.46;15.88;16.56;16.84;25;13;12;24;1
2016;1;06;0602;BASICA ADULTOS FORMAL;13049111;CENAPEC - CONSTANZA;18.5;17.5;16;19;2;0;2;2;0
2016;1;06;0603;BASICA ADULTOS FORMAL;13034928;RADIO SANTA MARIA - LUIS E. GOMEZ URIBE;18.28;16.56;16.61;17.17;18;14;4;18;0
2016;1;06;0603;BASICA ADULTOS FORMAL;13035311;MANUEL UBALDO GOMEZ;17;16.83;16.87;16.75;62;33;29;56;6
2016;1;06;0604;BASICA ADULTOS FORMAL;13002912;FEDERICO GARCIA GODOY;16.09;15.42;15.96;16.51;80;42;38;68;12
2016;1;06;0604;BASICA ADULTOS FORMAL;13008153;BAYACANES;16.5;14.85;16.1;16.55;20;13;7;14;6
2016;1;06;0604;BASICA ADULTOS FORMAL;13008936;BURENDE;17.27;16.54;15.85;15.74;41;22;19;32;9
2016;1;06;0604;BASICA ADULTOS FORMAL;13021535;EL HATICO;16.38;16.03;15.64;15.75;36;20;16;24;12
2016;1;06;0604;BASICA ADULTOS FORMAL;13023336;JACINTO MUÑOZ - BONAGUA;19.37;17.79;17.3;16.8;20;9;11;19;1
2016;1;06;0604;BASICA ADULTOS FORMAL;13048914;CENAPEC - LA VEGA;12.67;15.67;15.33;15;3;3;0;1;2
2016;1;06;0604;BASICA ADULTOS FORMAL;13056619;DOMINGO SAVIO - MARIA AUXILIADORA;17.31;16.98;16.22;16.34;50;32;18;41;9
2016;1;06;0605;BASICA ADULTOS FORMAL;13005029;RADIO SANTA MARIA - PADRE LAMARCHE;16.01;16.73;16.68;16.91;150;83;67;125;25
2016;1;06;0605;BASICA ADULTOS FORMAL;13025315;RAMON DEL ORBE;16.7;17.37;18.08;18.14;86;43;43;77;9
2016;1;06;0605;BASICA ADULTOS FORMAL;13044342;JIMA ABAJO;15.22;15.36;14.54;15.07;28;12;16;22;6
2016;1;06;0605;BASICA ADULTOS FORMAL;13056763;CARRERA DE PALMAS;19.2;18.09;18.63;18.77;35;6;29;34;1
2016;1;06;0605;BASICA ADULTOS FORMAL;13058114;CORRECCION Y REHABILITACION - EL PINITO LA VEGA;15.59;19.46;18.69;18.53;36;2;34;34;2
2016;1;06;0605;BASICA ADULTOS FORMAL;24023711;ESCOBAS, LAS;14.63;14.65;15.45;14.64;22;10;12;17;5
2016;1;06;0606;BASICA ADULTOS FORMAL;9001614;JUAN CRISOSTOMO ESTRELLA;16.55;16.52;16.41;16.12;104;46;58;83;21
2016;1;06;0606;BASICA ADULTOS FORMAL;9001730;CENAPEC - MOCA;16.83;16.5;16.43;17.14;7;3;4;5;2
2016;1;06;0606;BASICA ADULTOS FORMAL;9001749;RADIO SANTA MARIA - JUAN CRISOSTOMO ESTRELLA;15;14.84;14.6;14.1;21;8;13;18;3
2016;1;06;0606;BASICA ADULTOS FORMAL;9002317;VALENTIN MICHEL;17.05;16.85;17.2;18.47;20;13;7;19;1
